track,artist,seeds,number_of_emotion_tags,valence_tags,arousal_tags,dominance_tags,mbid,spotify_id,genre
Headless,Hella,"['euphoric', 'technical']",2,6.4,5.265,6.505,1b407f12-2be9-43c0-99c4-a44a684e2cd9,7IzLncpfBYBZxbzHePxTOC,math rock
The Prettiest Weed,Jim Guthrie,['euphoric'],3,6.936444444,4.875777778,6.056962963,437ea2f5-0986-4978-b3eb-7d03e2d8b4de,73bF6qWit0kaQplDadHiSv,soundtrack
Can You Hear Me,Killer Mike,['euphoric'],2,7.9,5.305,6.345,063c2d25-cdf3-424e-980d-d84002ed6ae4,6sgoJdgt3wRMi0c7ybkHuU,rap
Voice On Tape,Jenny Owen Youngs,"['euphoric', 'complex']",6,5.947980769,4.480288462,5.852884615,07958585-1c54-4260-b4f8-90a21c07740c,5PJ5RGWCd1EinW9XZiHCqy,indie
Clean Coloured Wire,Engineers,"['euphoric', 'spacey']",4,5.106666667,3.383333333,4.35,afbd2156-1ce0-4664-978c-f470b72131f2,7suftoRI9XwESbwB2ZvIRK,shoegaze
Pharaohs,Tears for Fears,['euphoric'],3,7.423333333,5.073333333,6.16,863584b0-a969-464f-b8e2-a5dcee3184c9,7q8fJLh6HSSmEL0Dui8t5h,new wave
Make Me Dream,Flying Saucer Attack,['euphoric'],3,7.16,4.563333333,6.586666667,efd8427b-ae8f-4686-883d-513548107faa,3wy1UiLEQazEUczeVROHPq,shoegaze
Don't Need the Sunshine,Catatonia,['euphoric'],2,7.24,4.03,6.885,914a396d-03f7-452e-9fb4-bd155a3dc8ca,,indie
Obscurity Knocks,The Trash Can Sinatras,['euphoric'],5,6.348,4.506,5.542,,,indie
Soon Love Soon,Vienna Teng,['euphoric'],9,6.454594595,3.468558559,6.36990991,37043f84-6e59-4c3b-bba3-c99e2c2d4d94,7qgdxAdMNQn5dCLmmTzV2N,singer-songwriter
P.g.m,Infected Mushroom,['euphoric'],3,6.055,4.558333333,4.216666667,e5a0bada-9541-466a-84b9-e23037611b7a,4aFBzrtYYKrvjjyn3esqXg,trance
Never,The House of Love,['euphoric'],3,7.5,5.11,6.593333333,62883160-06c0-44ba-8968-e3ff68bedd6a,3sFAl7GIkQ2hPVQ7z4uPnc,indie
Lady Friend,The Byrds,['euphoric'],4,5.4375,3.625,4.7175,f9907da3-af34-4fd8-8ca7-9f5028427652,1qbQ6f75f5GWlhaWESDXkV,rock
The Mountain,The Stills,['euphoric'],1,7.8,5.25,6.77,af2432b7-b198-4244-9787-22f0e94f8575,6scutH5gOxuRz9lRw91WzW,indie
Giliap,Rebecca & Fiona,['euphoric'],3,6.253333333,4.446666667,5.02,,2qCpPbCZXc8zb4xBSuPlxj,electronic
Hiding All The Stars,Chicane,['euphoric'],3,5.57968254,4.115079365,3.833650794,e713773d-4b1e-4671-bbfb-4ac900ea6c53,3uQSzXgBYiEdfVgOaCRa7s,trance
Take a Run at the Sun,Dinosaur Jr.,['euphoric'],2,6.445,4.73,5.645,3e3210d6-592d-4ad4-b93f-79e1f169cef1,4AwyFTl8uax2d9xIPJFQzu,summer
Buckie High,Boards of Canada,['euphoric'],1,7.8,5.25,6.77,b47cd686-3266-4682-9149-5980f77efd0c,,idm
farewell goodbye,M83,"['euphoric', 'somber']",3,5.173333333,3.766666667,4.533333333,,6fk2PN7Uta9Cd6F4OKRHxv,electronic
Lonesome Sundown,The Halo Benders,['euphoric'],2,7.24,4.03,6.885,7ea983a8-a322-4599-a933-0e9ece2118d3,3WX8PbYVpU0SJf6EjK9HLE,indie
Last Smile for Jaron,Tera Melos,['euphoric'],2,7.61,6.025,6.385,23a1d62e-3980-4138-9e33-97427f57edc4,,experimental
Big Business,HORSE the band,['euphoric'],1,7.8,5.25,6.77,,5JzaLrCt3nz9zJtz1qw8R5,nintendocore
Disco Inferno (single),The Trammps,['euphoric'],1,7.8,5.25,6.77,,22ff60cZy4APp7bzESHLR8,disco
The End,Planet Funk,['euphoric'],3,6.46,3.753333333,6.193333333,473f53e1-f23b-48ff-9627-f4c4182f0541,2Rm1k4Vglg71utFNakDAXf,electronic
Something Good - Radio Edit,Mount & Nicolas Haelg,['euphoric'],2,6.52,4.625,4.975,,,trance
Ethernity,Sybreed,['euphoric'],7,6.5675,4.666875,5.75625,e82b7bda-15f5-4bb7-8c77-57d039f01e85,7N3FdUF0xIjR9OwfTPRPMG,industrial metal
Cabaret of the Seven Devils,The Fiery Furnaces,"['euphoric', 'narrative']",4,5.6475,3.6325,4.8975,c784a42a-6965-4703-a4c0-afe1f710aaf2,674Vnooh6tjmqJyC0vyFPe,electronic
Mad house,Mano Negra,['euphoric'],3,7.44,5.35,6.443333333,9f8b23c8-6209-4d9b-930d-76b2c44eec4f,3I6arqPjiawrH0IXsX37C7,latin
Miracle (Above & Beyond Club Mix),Oceanlab,['euphoric'],3,5.75483871,4.252580645,3.792580645,039b22c7-d19f-4cb8-aaf8-caf88e03af31,2UXJTHqqbUsDxDHby9r9Tm,trance
P.G.M.,Infected Mushroom,['euphoric'],3,6.244794521,4.688356164,4.458082192,,4aFBzrtYYKrvjjyn3esqXg,electronic
Azure (Original Mix),Paul Kalkbrenner,['euphoric'],1,7.8,5.25,6.77,,,techno
Blue Lambency Downward,Kayo Dot,['euphoric'],5,4.348333333,3.265,3.818333333,5546a23e-46b5-4758-9c03-0d47e8dea77e,50FWQ1aUJwEi5zT9JL1Ypu,avant-garde
Akiko,Guitar,"['euphoric', 'light']",3,7.01,3.86,6.553333333,7a084056-aa79-4b04-91ad-8b29c30aba8c,,ambient
Lyteo (Rank 1 Remix),Mr Sam,['euphoric'],2,5.573913043,4.163043478,3.64826087,,4sVm5TU2PvLupAOU3FzIVZ,trance
Anticipation,Lemon & Einar K,['euphoric'],3,5.767647059,4.233823529,4.126764706,,0Jeb2g40StoiQn4GHBrtLM,trance
It's a Kid's World,Disco Inferno,"['euphoric', 'shimmering']",6,7.7675,5.56625,6.72,9cbaddf5-e659-4164-a844-f6035d193939,1GS29qaGWogehjaPQAoAaK,noise pop
Ayo,Chris Brown & Tyga,['euphoric'],1,7.8,5.25,6.77,,,hip-hop
DJ,Saint Etienne,['euphoric'],3,6.918,4.822,6.312,92f66933-0377-4f35-9853-3e9a4c06bae6,1ptRxVbezcNaBamFK0OOZm,electronic
M.I.R.A.,Sunny Lax,['euphoric'],4,5.548455285,4.109349593,3.790813008,ef3af524-74b0-4c9e-a57f-2ef39b54c2d3,1WC7P4Um4BnXUhUZgzhdqN,trance
Walking on the Chinese Wall,Philip Bailey,['euphoric'],3,7.21,4.193333333,6.74,9e446eeb-898e-495a-8154-1a882d89cee8,0PXHA9nXcu4UOJFXvye9LE,pop
Here and Now,Kerli,"['euphoric', 'optimistic']",3,7.356666667,4.29,6.736666667,d7890443-36aa-488b-b302-b6de47832811,6e1LOvkeMolMnAE4pB8keB,pop
Fear,Project Pitchfork,['euphoric'],2,5.365,5.695,5.045,417e6c2c-6af1-4bf4-b170-880ecff1c0fb,2NJtY731BceBHTMOjc9OZz,industrial
Effanajor,Bola,"['euphoric', 'transparent']",9,4.450769231,3.837692308,4.629230769,b9e2833e-5fe2-4908-bfaa-04507c0dbf38,35V5KBXfGXPIGoxIbRc3AX,idm
Casey,Darren Hayes,['euphoric'],8,6.729684211,4.705157895,6.016526316,bfef1380-688d-4c67-b85a-5676cfaa2bab,7C7H7ovHokzEZ5u3DbbOit,pop
Surrender To Hope,Immediate Music,['euphoric'],2,7.393333333,4.95,5.803333333,,4EwaAAbOdRO7U3kFqNEdKw,ambient
New York New York,Moby,['euphoric'],2,8.135,5.65,6.99,,1XJjID7ZdxhyEPqAHkoBFl,electronic
"Young Man, Old Man (You Ain't Better Than the Rest)",The Dissociatives,"['euphoric', 'peaceful']",2,7.9,4.815,6.805,06482b8a-0e77-426c-a435-eea92d10c18f,7KGBdcwN5tm1OUqD0ddYtp,alternative rock
Me Plus One (Jacques Lu Cont Mix),Kasabian,['euphoric'],1,7.8,5.25,6.77,30d04bd5-57ac-42b8-a036-dd7de5a784a4,4vzS5eRMKGUEPpdeHmz5vW,indie rock
Mysterium,Liturgy,['euphoric'],3,6.133333333,5.276666667,5.823333333,d5967bc3-0788-43ae-8586-4665096e667b,4cCi8XH9Q9KWQFWVs3Xggr,black metal
Win In The Flat World,Lorenzo Senni,['euphoric'],1,7.8,5.25,6.77,,3MgNr20BGkwGhQWUNW6Ks8,electronic
Victory,Daan,['euphoric'],1,7.8,5.25,6.77,06eb8759-1b30-40aa-b93f-ab79015496eb,6Umb6gglUjvJJSe1k41SAl,electronic
Speaking Confidentially,Cowboy Junkies,['euphoric'],3,5.876666667,3.946666667,6.048333333,b39d2914-9be3-409e-b1ca-c3a05afaf7cb,1UeQ8XhTvvZbGqgq2Ln9jG,alternative
Symmetrical Arizona,Kayo Dot,"['euphoric', 'wistful']",3,3.9,2.625,3.385,84f706a4-c508-4998-9790-7b8db260d009,7p4jQroshYIFWTOSjGo9ik,avant-garde
The Pink,Medicine,['euphoric'],5,5.682,3.944,4.698,e1d5b3bd-69c9-4c96-ac89-8c2eaf002151,6jpoh4RC5NEp5hoilmMs8Y,noise pop
Melochord Seventy-Five,Stereolab,['euphoric'],1,7.8,5.25,6.77,8032f57f-9b20-4873-963c-b1af1e8b1dd0,390g2MlgiE6KdJAYtcvLPP,experimental
Discoland,Flip & Fill,['euphoric'],2,6.52,4.625,4.975,,32JjV3SGfm0fUGr1GUUkIO,dance
Faît Accompli,Curve,['euphoric'],2,7.31,4.34,6.605,6c91b870-ae5c-42b3-ac8f-47c6cfdcd250,,alternative rock
Skyscrapers,Deodato,['euphoric'],3,7.74,5.333333333,6.91,,6TQdXNY5iMMCRB0xWufp0g,funk
The Donor,Judee Sill,['euphoric'],2,7.76,5.65,6.8,94f3c717-7537-454e-89c1-b8707c305859,5N0ggJYkmjREda9yizLmSd,folk
The Fusion,Omnia & Ira,['euphoric'],3,5.781716418,4.24738806,4.088358209,c1cfb81c-fc3d-4286-abfa-74667613dde5,36kNtLBpcZcfWMPtBuPKst,trance
Spooky Vibes,Blind Mr. Jones,['euphoric'],2,7.614257426,5.017821782,6.444950495,,1koZ4paYcSwXt2ybWpP0rK,shoegaze
Vala Svala,Punk TV,['euphoric'],1,7.8,5.25,6.77,3acb4565-1e91-4123-979e-11b5f1e2cc00,,electronic
Boys X Girls,You Love Her Coz She's Dead,['euphoric'],2,7.375,4.975,6.76,,6hf0fniWZLmLhp1s9l0eSZ,
Viola (Armin Van Buuren Remix),Moogwai,['euphoric'],5,5.974625,4.337125,4.227,02e1a898-f1f7-49b3-bd1d-094a4756f6c4,1Bb6UgEsgx4tCmjHZc4qaj,trance
Oh Bondage Up Yours,X-Ray Spex,['euphoric'],1,7.8,5.25,6.77,2d256cb4-a20a-4fd6-85ba-f79d5fa21287,7weMJXfu8leOPWd4COj2Qp,punk
Cold Front (Bart Claessen Remix),Remo-con,['euphoric'],3,5.653225806,4.188709677,3.872903226,b8899e56-4d2d-45da-b388-3ca25eff512b,0B2yHPztLGqRkjmxpeRP8m,trance
Hopefoolia,Paza,['euphoric'],1,7.8,5.25,6.77,010dbdc2-39e1-4396-a35f-c010111fd1ad,45JOXulKQAtqyMOc2LGyDz,electronic
G.u.b.n.u.f.,Bugge Wesseltoft,['euphoric'],4,6.8325,5,6.2675,f3d7eefd-939c-4633-98ce-7c72cf623c35,,nu jazz
Ccut Up,Duchess Says,['euphoric'],1,7.8,5.25,6.77,b97ef3dc-d578-47ed-85be-832098780628,35CWFMIdzjSCbnrkMNUJVk,electro
9PM,ATB,['euphoric'],2,6.093333333,4.416666667,4.376666667,,1CgbwsrNDlFrRuk2ebQ7zr,trance
"Jesu, Joy Of Man's Desiring",Amy Grant,['euphoric'],3,7.09,4.6,6.03,c849a165-4fb2-4ca7-a6ef-639d57c02286,6PWQe2i29nC4IGjGEgnFOd,celtic
Do You Want To Make Me Hate You?,French Teen Idol,['euphoric'],2,6.964179104,3.429104478,6.941641791,e95752e9-da44-41b2-a8eb-810d43ae8d89,,ambient
Bad Habits,Wildstylez,['euphoric'],1,7.8,5.25,6.77,,5DkCAVqn09WAPOPiphKOUD,hardstyle
Yellow Pearl,Phil Lynott,['euphoric'],2,8.135,5.65,6.99,b1edc5a5-7850-4bdf-a209-ebaaea2b9676,0rmMOMTRUWrrJQo6Go4DZR,new wave
Never Click,Medicine,['euphoric'],1,7.8,5.25,6.77,8899d29f-b283-4846-89f1-1fe1f4c65a3d,0um9zKLDZMBikeZshHCwmh,noise pop
On a Ragga Tip '97,SL2,['euphoric'],6,7.614333333,5.186666667,6.388,,7LzePPG7eWPV5TBefnwwvP,breakbeat
Hardly a Day,Qed,['euphoric'],2,5.666666667,4.208333333,3.778333333,b3161622-b8cf-4709-aad5-2e2f9e2765f5,1pQ7iAvtRC8Nc0JONLiGq3,trance
Prospect II,Fluxion,['euphoric'],1,7.8,5.25,6.77,ecabbe0b-109b-43d6-b966-742b313126c8,0avej8OjMPY2IhtGYhsuj2,dub techno
Phulcra,Bola,['euphoric'],6,4.715,3.468333333,4.491666667,d00f2c1f-f5eb-493c-943d-df47c7c526cc,1Fi96uBFOUm5ObZ88nwfUu,electronic
We Go Up - Da Tweekaz Remix,lny tnz,['euphoric'],1,7.8,5.25,6.77,,21eGoV8gNSgKWuYE6HCqXO,trap
Satellite (Radio Edit),Oceanlab,['euphoric'],2,5.752,4.25,3.898,f7574f40-d3de-496c-934c-cd07df26210b,4iYnJlYgMqoPUBBfQpQYhJ,trance
Melbourne (Original Mix),Sean Tyas,['euphoric'],3,5.992857143,4.322619048,4.626428571,,2trasSZGkSYqAf4ExcAa4x,trance
Mopedgang,Moonbootica,['euphoric'],1,7.8,5.25,6.77,83182fd8-9fe4-4ef1-943a-5fdf224e241c,263AxM7KH8aitghOiofoPK,electronic
These Shoulders,Signalrunners & Julie Thompson,['euphoric'],3,5.680555556,4.201190476,3.918730159,921cb0f1-9a24-456e-a6ae-e8f02ca67df6,6VRWXjEMNEchOVmQHxvoHT,trance
Dreamer's Dream,Aural Float,['euphoric'],3,6.966666667,4.296666667,5.853333333,7c54ec60-6348-419f-a293-515964548781,4rnQKMX1IoXXphUUYrSwy1,electronic
Sand On Fire,Kitchens of Distinction,['euphoric'],4,7.935,5.6325,6.9275,49bdfc5a-ea55-43b6-b08c-3fe5d3321366,2o5K6wD7A9z35aa2N1Vp4j,shoegaze
The Major Cities Of The World Are Being Destroyed One By One By The Monsters (Skin Of The Horse's Teeth Version),65daysofstatic,"['euphoric', 'passionate']",18,7.288333333,4.71,6.504444444,269d1ada-6d09-4268-b052-1eeb9ddb2d12,4cSpv3VjJuxjnAae5qTUMN,alternative rock
Virgin,Perfume Tree,['euphoric'],6,4.426581197,3.178803419,3.842136752,a186a734-b11c-41dd-ab16-897d78f34316,7rc47WtwYidm3r1aYDXY0f,trip-hop
Juggernauts - Blue Bear's True Tiger Remix,Enter Shikari,['euphoric'],1,7.8,5.25,6.77,,,
Sun Is Shining (Mash Up Matt remix),Technique,['euphoric'],4,5.249310345,4.207931034,3.715862069,3cbc4489-446d-4e1d-a9cb-881d0915342b,5qDnAbTf9pBJUwqV2FHye7,trance
Pfane pt. 1,Bola,"['euphoric', 'wistful']",6,4.975714286,3.64,4.724285714,,4gt055zkWR1BxAKbjUE6iz,idm
Square Wave,The Ecstasy of Saint Theresa,['euphoric'],3,7.843333333,5.66,6.903333333,72a5513d-2725-4cda-af41-0af82428bcce,,happy
Alone,Kay Stone,['euphoric'],2,5.666666667,4.208333333,3.778333333,ed97c7e4-e264-4c43-9d49-3868b341af43,3dsvz3gAKB9S1YTb63bkEv,trance
Springfield,Arthur Russell,['euphoric'],1,7.8,5.25,6.77,fcf0d80e-8304-4f72-8266-908d73822135,6BRuoZZoJ6MQpkPY214YJb,funk
Gold,Max Enforcer,['euphoric'],2,7.375,4.975,6.76,f2b09392-6fa1-491a-ac87-b2c278468373,7wpZY1cWodwmboe1CYhwrg,hardstyle
Summermadness,DJ Cam,['euphoric'],1,7.8,5.25,6.77,c8717601-cf23-40fe-8175-91c47735b89b,5fR1Sl8N8TOwLeH2rg1SkA,downtempo
Becky,Benevento/Russo Duo,['euphoric'],1,7.8,5.25,6.77,bfb87233-ce1c-48a3-8e13-0d747c78a4dc,,
Free Fall,Nu Nrg,['euphoric'],3,5.749612403,4.238372093,3.985503876,4168ae72-3c3f-415a-9674-9de0e25bc10d,006UwN5OTJdw3mLJn7KTlf,trance
Think eyes away,Rumskib,"['euphoric', 'light']",5,6.858,4.52,6.244,213cc324-0687-40eb-ba8a-408b7a70fccb,0vWMCexbmIdionTXi6JqhR,dream pop
Sweetabyss,The Ecstasy of Saint Theresa,['euphoric'],2,6.76,4.67,5.94,a8c73bb5-3ad6-4873-9401-777397cc01f2,,shoegaze
Antimatter,Minerve,['euphoric'],2,3.9,2.625,3.385,c7c93789-ccff-45bc-8e4a-1e29d22c330e,3t8GQLjdBSYH1bltlfEygI,industrial
London Rain (New Club Mix),Cosmic Gate,['euphoric'],2,6.267065868,4.501497006,4.620299401,a21ea390-d484-4126-a362-5b83af46e4b1,0CVkkGaZeuqFFqNcU2YW27,trance
Gouryella (Magik Version),Gouryella,['euphoric'],4,6.058571429,4.494285714,4.537142857,cd876064-6dfd-4220-9b90-4d555bc5f94e,1sZh1I0q2kGaFlFUVNDj33,trance
Fools,Cirkus,['euphoric'],4,6.4475,4.5575,5.4525,67c45a1f-db07-4c1e-8804-f39305555927,,trip-hop
Hold Your Hand (feat. Emiliana Torrini),Paul Oakenfold,['euphoric'],2,5.752,4.25,3.898,,,electronic
Sunny Tuesday,Cirkus,['euphoric'],4,6.152,3.542,6.188,a19ccdb0-e851-4f5c-8bd8-703db9f3c47d,,electronic
Embrace (Ferry Fix),Embrace,"['euphoric', 'spacey']",4,5.15781457,3.780463576,3.467086093,a0d0abc0-118f-4334-a494-8d95cc901e0e,47Jqew3ZPARiLSUhA1EcWu,trance
Outro (Herz an Herz),Blümchen,['euphoric'],1,7.8,5.25,6.77,a8c47b15-7f64-43b9-8287-7c805f1e5d95,0jhQQaNpDBztoWtgVuCBoX,happy hardcore
Yo Hello Hooray (Everyday),Ubiquitous Synergy Seeker,['euphoric'],1,7.8,5.25,6.77,47a050fa-38eb-426d-b647-735317ca774f,0lrNlkn4xG9vH2O26DUtuE,
Evanescere,Sensorica,['euphoric'],4,6.5846875,4.55453125,5.3128125,,7tbIF4TjygPvJn24dQXk40,ambient
Sexy Soul,Tower of Power,['euphoric'],3,7.593333333,6.21372549,6.407843137,1d4391f5-d1cf-4b8c-89ef-da830ffdd13d,40O1KmOGGrgsKuUt1zkSek,soul
Sneak,Rumskib,['euphoric'],3,7.526666667,5.276666667,6.593333333,2f29ceaf-29db-4c0f-9ac6-0045a3cb7b1d,6S6QH2vkW5y86OzDZkKdRx,dream pop
Liberate,Daniel Kandi & Robert Nickson,['euphoric'],5,5.453189189,3.823567568,4.173351351,,,trance
Feeling Lost Forever,The Sight Below,['euphoric'],6,5.278333333,3.34,4.926666667,,,ambient
All Our Ancestors,Tuu,['euphoric'],3,7.563333333,3.766666667,7.016666667,8175a7cf-df78-440f-afd5-71d33c7b5805,1TsaClueUV0d5WxykWJaM6,ambient
Out Of Body Experience,Rabbit In The Moon,['euphoric'],3,6.04,4.37,4.481428571,e78615ec-e887-49c4-8d0e-da224da0b139,14aLdojTfB3L1H4Scml60y,trance
Ange mécanique de saturne,Acid Mothers Temple & The Melting Paraiso U.F.O.,['euphoric'],2,3.9,2.625,3.385,e255edb4-05d9-471b-881c-da92907c2250,,
honeyrain,The Ecstasy of Saint Theresa,['euphoric'],4,7.945,5.075,6.4525,49e2bb2a-f825-4f97-8619-c4c02b02e3d9,,shoegaze
Where We're Calling From/Pounding,Doves,"['euphoric', 'passionate', 'reflective']",14,7.123571429,4.720714286,6.372857143,,7eEsZuBHBo1un3Lqt1PrmQ,alternative
Revelation,Leverage,['euphoric'],1,7.8,5.25,6.77,4305fe1f-dbde-4b91-9065-d1cb1b56c319,34kIpeMGptvQ01c67NfBmW,power metal
Ibiza Euphoria,Paul van Dyk,['euphoric'],2,5.514285714,4.133928571,3.564642857,,,trance
lactoz pill,Nebulo,['euphoric'],7,4.9,3.571666667,4.441666667,ac9bc459-5830-4245-b86e-664794131658,5UAYNmDzLu0C6fDhPPeyPW,ambient
"I'm Interesting, Cheerful & Sociable",Errorsmith,['euphoric'],1,7.8,5.25,6.77,,,electronic
Everything Counts (Long Versio,Depeche Mode,['euphoric'],1,7.8,5.25,6.77,,,electronic
Lost Language,Aly & Fila,['euphoric'],5,6.191875,4.5625,4.466875,,6fXzMXbXVDM89LYZxDLZhp,trance
God Shaped Hole,Probspot,['euphoric'],3,6.094,4.39,4.612,55eb8098-7377-4bf8-b394-e9d2a694c3db,7cM4efZLUlpyQI7D8bxk31,trance
My My My (Original Club Version),Armand van Helden,['euphoric'],2,7.375,4.975,6.76,,,disco
All I Want,Kirsty Hawkshaw,"['euphoric', 'passionate']",2,7.587920792,5.613564356,6.71950495,a56ca2bf-4018-4d44-868a-c9bdf11fa06e,5tDFO69x0UEgjhdpJjn0sh,electronic
Forever (Radio Edit),Dee Dee,['euphoric'],2,5.666666667,4.208333333,3.778333333,,5KZtFZcIwoyOU278mcUVfd,trance
Celebrate The Light,Sun Liquide,['euphoric'],2,5.889552239,4.317164179,4.090895522,7472fd4d-2fe2-4fab-8a5a-9ae5bef1f3d7,4rBZwCbb0TOXx44uOsCOzA,trance
Always (Reuben Chillout Mix),Matt Darey Feat. Tiff Lacey,['euphoric'],2,6.525,4.49,5.355,,,vocal trance
I'm Coming Home (From The Sky),Bvdub,['euphoric'],3,5.173333333,3.766666667,4.533333333,4119f456-f374-4ea9-869f-1fb3de0a268d,,electronic
"Blueberry Tree, Pt. 3",Husky Rescue,['euphoric'],5,5.945714286,4.491428571,5.35,,3rDwoFTiEJvERIfafCbPQs,
Johannes Brahms - Scherzo in C minor,Volodja Balzalorsky,"['euphoric', 'lyrical']",12,6.930677966,4.446372881,6.23440678,,,violin
Just Like You,Tower of Power,['euphoric'],1,7.8,5.25,6.77,f9233792-6ef9-4599-b7d2-7b1ca3f2e1cf,2UJuxp6jsUn61SfkFbB4PX,funk
Mana,Shiloh,['euphoric'],3,5.96,4.471428571,4.214285714,9ca56fac-5f80-4530-a981-bac730b38079,1L8hfXwExSgKUbCz3wSaWV,trance
Remember (To the Millenium) (Lange remix),The Morrighan,['euphoric'],3,6.531324786,4.586965812,4.820641026,39617c66-f0fd-4264-9a34-0b2bc721afc7,,trance
Chase The Sun (Extended Club Mix),Planet Funk,['euphoric'],2,6.52,4.625,4.975,899716f3-cd76-4606-bb46-ae056ff16743,,electronic
One Perfect Sunrise (Stereo 8 remix),Orbital,['euphoric'],1,7.8,5.25,6.77,5c02297d-078a-466d-afc7-6731c2c40991,,electronic
Stjernekiggeri,Mike Sheridan,"['euphoric', 'transparent']",11,5.307,3.251,4.792,94d86677-b5be-4174-b650-43d044bbc138,2jprUYGp5es4eBBysopMWo,electronica
The Ocean (Goldtripp Remix),Oxygene,['euphoric'],1,7.8,5.25,6.77,c81163b6-d39e-4662-9471-522cd8b7589b,63JrliaqNVNy0QuLK8K7oW,ambient
Everything,Tiësto feat. Jes,['euphoric'],2,6.267065868,4.501497006,4.620299401,d2427750-fdb0-4fd3-a53e-ec9a013fce94,,trance
Piano Concerto No. 1,Pyotr Ilyich Tchaikovsky,['euphoric'],1,7.8,5.25,6.77,d5a905aa-ea1d-49a9-9225-a2bf12c701dc,4dly2sc524DYmcqLPf5Eoe,classical
Breathe,Eternal,['euphoric'],1,7.8,5.25,6.77,b7ca4fc2-d5c2-4d1d-a09a-b7a7e1ac4413,4CB0UekkFkSl72X193KZIP,indie pop
Falling,Muffler,"['euphoric', 'optimistic']",3,7.807534247,5.075890411,6.479589041,7e0e150a-c1d8-4bf2-9c4d-148b3863b898,1OqZOoki0YspLWlvzxtHkA,drum and bass
I Feel Love,The New Deal,['euphoric'],1,7.8,5.25,6.77,12c4b1e7-00b5-48e4-9b90-4a46a736a57d,6GMPpiYp2qj0FQjBpcvUpJ,electronic
Like An Ion,Sciflyer,['euphoric'],4,5.8825,3.925,5.0125,10dd0e59-3be9-412e-bf33-d9801b20e7d2,6FQESrwSEl5CgjKi0H7J7J,shoegaze
Liquid Indigo,Secret Shine,['euphoric'],1,7.8,5.25,6.77,402f9317-2b18-48cd-a1c7-4091cd8aab83,0aJzHh91I6fyoYmiAyagTF,shoegaze
This Is My Sound - Original Extended,DJ Shog,['euphoric'],2,5.573913043,4.163043478,3.64826087,,,trance
Shining in da Darkness,Nookie,['euphoric'],3,6.683781095,4.589701493,6.206716418,e85d3125-9412-47c1-934d-7052ff9607c0,6IVnk1sPT3GGFUon7KiKGQ,piano
Genie (Original Mix),Airbase,['euphoric'],5,6.74,4.632857143,5.64,51ce5855-b7a1-48e8-aef6-100b2cd34987,35eZ8EsMWMoad1teDHwEO0,uplifting trance
The Theme (Radio Edit),Jurgen Vries,['euphoric'],3,6.101525424,4.381779661,4.725847458,da7f6ea9-5c80-4b1c-b5b3-650b89a92203,2VW6HO7fSA4dkbGgG1xkdn,electronic
First Circle,Pat Metheny,['euphoric'],1,7.8,5.25,6.77,,6OxVL61RyzFgiz4ASNBy7d,jazz
Sweet Things,Liquid Soul,['euphoric'],1,7.8,5.25,6.77,4d8dfd59-5e3f-4cb2-a7bb-0e7bd40c1c11,286z0Azm5ASWJOwWjgNp5b,electronic
Oddity,Clokx,['euphoric'],3,6.663333333,4.65,5.566666667,25149e08-746a-4197-a5af-3f563d256e26,1eP4wspdDenZCzjmWOAhMk,trance
All That We Are Living For,Hardwell,['euphoric'],1,7.8,5.25,6.77,,6qKwQp8IUGqCIxY22ltrh3,hardstyle
Epilog,Minerve,['euphoric'],1,7.8,5.25,6.77,1911d22d-e0fc-4099-889c-88b5d8abf626,1v4gbgUkZYHJuwWPFY2z84,electronica
Tell Me Why,Rachel Wallace,['euphoric'],4,7.585,5.0125,6.78,19458582-2f72-4da4-8c55-167b3ffc04f7,68cpQ6mpnMiE96PbUwJs7q,rave
Karol Szymanowski: Allegro moderato - patetico - Sonata op. 9,Volodja Balzalorsky,"['euphoric', 'lyrical']",10,6.725520231,4.295404624,6.120924855,,,violin
Free (Vocal Edit),Apollo vs. Crystal Lake,['euphoric'],1,7.8,5.25,6.77,6c2b00a2-7d4d-4f16-ba9b-693123718aa7,,hands up
Get Up,Adrenalize,['euphoric'],1,7.8,5.25,6.77,,3fUyhbetp4O7AEbCMAAWhn,hardstyle
Somebody Like Me (Mark With A K Remix),Xillions,['euphoric'],1,7.8,5.25,6.77,,2Xw9nJ8YyJ3TEKfHOlGyZX,dance
Deathless,Floating Me,['euphoric'],1,7.8,5.25,6.77,d3bbf644-74ff-4633-b427-65f509ff9931,2DzZ0rXJz8NFAZHcN2fiud,rock
Buxom Berceuse,Kettel,['euphoric'],1,7.8,5.25,6.77,42a97bbb-7948-4c60-9ccd-c35d37d8523f,08Ca1WdQRhCDwbIHUMinmH,electronic
azure,DuelJewel,['euphoric'],2,7.495,5.025,6.045,4a3ba41d-debb-4d65-a421-14d241814549,,metal
Sweetest Dreams (Ferry Corsten remix),Corderoy,['euphoric'],4,6.322,4.48,4.922,6f243bf8-510f-447b-8f5b-ab04cbf4bd61,,trance
Karol Szymanowski: Andantino tranquillo e dolce - Sonata op. 9,Volodja Balzalorsky,"['euphoric', 'lyrical']",10,6.545638889,4.264083333,6.032222222,,,classical
XAllegroX,Lorenzo Senni,['euphoric'],2,6.52,4.625,4.975,,34xepT5rnOuIYJGsWFJysT,trance
